std,type,big,middle,job,sex,age,money,count,mean_money
15-Jul,내국인 관광객,제주시,이도2동,안경,남,40대,1070000,12,89167
15-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,남,50대,1247000,14,89071
15-Jul,내국인 관광객,제주시,노형동,안경,남,30대,1155000,13,88846
15-Jul,내국인 관광객,서귀포시,대륜동,안경,남,40대,878000,10,87800
15-Jul,내국인 관광객,제주시,연동,농축수산품,여,50대,1995000,23,86739
15-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,40대,14288000,166,86072
15-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,남,40대,1584000,19,83368
15-Jul,내국인 관광객,제주시,삼도2동,악세 사리,남,40대,1057800,13,81369
15-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,50대,6135600,76,80732
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),여,40대,2876600,36,79906
15-Jul,내국인 관광객,제주시,연동,스포츠레져용품,여,30대,10174400,128,79488
15-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,20대,2621600,33,79442
15-Jul,내국인 관광객,제주시,노형동,정장(여성),여,30대,2303800,29,79441
15-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,30대,14045600,182,77174
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,50대,7210920,94,76712
15-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,30대,6124800,80,76560
15-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,50대,986200,13,75862
15-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,남,40대,1806300,24,75263
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,50대,5734680,77,74476
15-Jul,내국인 관광객,제주시,연동,스포츠레져용품,여,40대,6363200,86,73991
15-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,40대,802600,11,72964
15-Jul,내국인 관광객,제주시,연동,안경,남,40대,2042900,28,72961
15-Jul,내국인 관광객,제주시,이도2동,스포츠레져용품,남,30대,2035600,28,72700
15-Jul,내국인 관광객,제주시,연동,정장(여성),여,50대,1589750,22,72261
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,50대,18861980,262,71992
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,40대,19010310,265,71737
15-Jul,내국인 관광객,서귀포시,예래동,농축수산품,남,30대,5738000,82,69976
15-Jul,내국인 관광객,서귀포시,남원읍,골프 용품,남,40대,697000,10,69700
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),남,20대,1174400,17,69082
15-Jul,내국인 관광객,제주시,연동,신   발,남,30대,956000,14,68286
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,40대,4438400,66,67248
15-Jul,내국인 관광객,제주시,용담2동,스포츠레져용품,남,40대,739000,11,67182
15-Jul,내국인 관광객,제주시,이도2동,안경,여,30대,1113000,17,65471
15-Jul,내국인 관광객,제주시,연동,안경,남,50대,905100,14,64650
15-Jul,내국인 관광객,제주시,연동,정장(여성),여,40대,3165000,49,64592
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),남,30대,1612900,25,64516
15-Jul,내국인 관광객,제주시,용담2동,의원,여,30대,1869530,29,64467
15-Jul,내국인 관광객,제주시,노형동,농축수산품,여,50대,1730900,27,64107
15-Jul,내국인 관광객,제주시,연동,정장(여성),여,20대,4288650,67,64010
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,남,40대,5941950,93,63892
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,남,50대,2653000,42,63167
15-Jul,내국인 관광객,제주시,연동,스포츠레져용품,여,20대,9714900,154,63084
15-Jul,내국인 관광객,제주시,연동,정장(여성),여,30대,4681400,75,62419
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,50대,12551080,202,62134
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,50대,2417300,39,61982
15-Jul,내국인 관광객,제주시,노형동,정장(여성),여,20대,3333800,54,61737
15-Jul,내국인 관광객,제주시,연동,의원,여,50대,2394200,39,61390
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,30대,14706740,240,61278
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),여,50대,1152400,19,60653
15-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,40대,1455360,24,60640
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,50대,6239000,103,60573
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,40대,11173300,187,59750
15-Jul,내국인 관광객,제주시,연동,정장(여성),남,30대,2806800,47,59719
15-Jul,내국인 관광객,제주시,용담2동,스포츠레져용품,남,20대,1310000,22,59545
15-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,남,50대,1250300,21,59538
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,30대,14628900,247,59226
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,50대,2003500,34,58926
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),여,30대,1883700,32,58866
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),남,50대,706200,12,58850
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,30대,6162750,105,58693
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,40대,7873120,135,58319
15-Jul,내국인 관광객,제주시,노형동,안경,여,30대,984000,17,57882
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,30대,4212700,73,57708
15-Jul,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,30대,629900,11,57264
15-Jul,내국인 관광객,서귀포시,대륜동,안경,남,30대,736000,13,56615
15-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,남,20대,677000,12,56417
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,40대,8003300,143,55967
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,40대,4923000,89,55315
15-Jul,내국인 관광객,제주시,연동,악세 사리,남,40대,716400,13,55108
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,50대,5179100,95,54517
15-Jul,내국인 관광객,제주시,연동,스포츠레져용품,남,20대,6779000,126,53802
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,50대,1556700,29,53679
15-Jul,내국인 관광객,제주시,노형동,기념품 점,남,50대,1447700,27,53619
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,30대,14342530,270,53120
15-Jul,내국인 관광객,제주시,삼도2동,안경,여,20대,794000,15,52933
15-Jul,내국인 관광객,제주시,연동,정장(여성),남,20대,1848400,35,52811
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,30대,3285500,63,52151
15-Jul,내국인 관광객,제주시,연동,농축수산품,남,20대,1770600,34,52076
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,20대,2595800,50,51916
15-Jul,내국인 관광객,서귀포시,예래동,농축수산품,남,20대,1245500,24,51896
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,30대,13145500,254,51754
15-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,50대,875800,17,51518
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,40대,13935110,272,51232
15-Jul,내국인 관광객,제주시,이도2동,정장(여성),남,20대,1460000,29,50345
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,40대,5880250,117,50259
15-Jul,내국인 관광객,제주시,연동,농축수산품,남,30대,3155650,64,49307
15-Jul,내국인 관광객,제주시,노형동,정장(여성),남,50대,582500,12,48542
15-Jul,내국인 관광객,제주시,노형동,정장(여성),남,40대,677500,14,48393
15-Jul,내국인 관광객,제주시,노형동,기념품 점,남,30대,2806600,58,48390
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,50대,23167990,479,48367
15-Jul,내국인 관광객,제주시,연동,기념품 점,여,50대,1736000,36,48222
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),여,20대,1345200,28,48043
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,40대,2305290,48,48027
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,30대,2352900,49,48018
15-Jul,내국인 관광객,제주시,삼도2동,정장(여성),남,40대,912000,19,48000
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,남,30대,3358100,70,47973
15-Jul,내국인 관광객,서귀포시,남원읍,약국,여,50대,798600,17,46976
15-Jul,내국인 관광객,제주시,연동,악세 사리,여,30대,1360600,29,46917
15-Jul,내국인 관광객,제주시,노형동,농축수산품,남,50대,1876680,40,46917
15-Jul,내국인 관광객,제주시,이도2동,안경,남,20대,745650,16,46603
15-Jul,내국인 관광객,서귀포시,대륜동,안경,여,20대,457500,10,45750
15-Jul,내국인 관광객,제주시,용담2동,기타음료식품,여,50대,684200,15,45613
15-Jul,내국인 관광객,제주시,이도2동,의원,여,40대,2633400,58,45403
15-Jul,내국인 관광객,제주시,연동,농축수산품,여,40대,2042300,45,45384
15-Jul,내국인 관광객,제주시,노형동,농축수산품,남,30대,2357300,52,45333
15-Jul,내국인 관광객,제주시,노형동,농축수산품,여,40대,1902200,42,45290
15-Jul,내국인 관광객,제주시,연동,안경,여,40대,1210000,27,44815
15-Jul,내국인 관광객,제주시,노형동,농축수산품,남,40대,2274200,51,44592
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,남,20대,4859800,109,44585
15-Jul,내국인 관광객,제주시,애월읍,농축수산품,남,50대,3104300,71,43723
15-Jul,내국인 관광객,제주시,노형동,농축수산품,여,20대,825400,19,43442
15-Jul,내국인 관광객,제주시,노형동,기념품 점,여,20대,3262100,76,42922
15-Jul,내국인 관광객,서귀포시,예래동,농축수산품,여,40대,2057400,48,42863
15-Jul,내국인 관광객,제주시,노형동,기념품 점,남,20대,2729300,64,42645
15-Jul,내국인 관광객,서귀포시,대륜동,농축수산품,여,20대,1534000,36,42611
15-Jul,내국인 관광객,제주시,이도2동,안경,여,20대,1661350,39,42599
15-Jul,내국인 관광객,제주시,연동,안경,남,30대,1746400,41,42595
15-Jul,내국인 관광객,제주시,연동,농축수산품,여,30대,3279800,77,42595
15-Jul,내국인 관광객,제주시,애월읍,농축수산품,여,50대,2504000,59,42441
15-Jul,내국인 관광객,제주시,노형동,기념품 점,여,30대,2097900,50,41958
15-Jul,내국인 관광객,제주시,연동,악세 사리,남,30대,619900,15,41327
15-Jul,내국인 관광객,제주시,삼도2동,안경,여,30대,537000,13,41308
15-Jul,내국인 관광객,제주시,삼도2동,농축수산품,남,30대,619000,15,41267
15-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,30대,2378220,58,41004
15-Jul,내국인 관광객,제주시,노형동,안경,여,20대,574000,14,41000
15-Jul,내국인 관광객,제주시,연동,악세 사리,여,40대,885000,22,40227
15-Jul,내국인 관광객,제주시,연동,의원,여,30대,3355400,84,39945
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,남,20대,4613640,116,39773
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,여,20대,1010150,26,38852
15-Jul,내국인 관광객,제주시,연동,악세 사리,남,20대,580900,15,38727
15-Jul,내국인 관광객,제주시,연동,안경,여,50대,425300,11,38664
15-Jul,내국인 관광객,제주시,연동,안경,여,30대,2177200,57,38196
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,30대,2951280,78,37837
15-Jul,내국인 관광객,제주시,노형동,기념품 점,남,40대,1664200,44,37823
15-Jul,내국인 관광객,서귀포시,남원읍,농축수산품,남,20대,605000,16,37813
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,40대,22851590,607,37647
15-Jul,내국인 관광객,제주시,용담2동,농축수산품,여,20대,8474448,226,37498
15-Jul,내국인 관광객,제주시,애월읍,농축수산품,여,40대,4336000,117,37060
15-Jul,내국인 관광객,제주시,연동,신   발,여,20대,701500,19,36921
15-Jul,내국인 관광객,제주시,연동,기념품 점,남,40대,1357000,37,36676
15-Jul,내국인 관광객,제주시,노형동,농축수산품,여,30대,2060020,57,36141
15-Jul,내국인 관광객,제주시,노형동,정장(여성),여,50대,790700,22,35941
15-Jul,내국인 관광객,제주시,연동,신   발,여,40대,460500,13,35423
15-Jul,내국인 관광객,제주시,삼도2동,농축수산품,여,50대,350000,10,35000
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,30대,41673120,1200,34728
15-Jul,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,20대,2479490,72,34437
15-Jul,내국인 관광객,제주시,애월읍,스포츠레져용품,남,30대,857500,25,34300
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,남,50대,1024400,30,34147
15-Jul,내국인 관광객,제주시,애월읍,농축수산품,남,40대,4992550,148,33733
15-Jul,내국인 관광객,제주시,삼도2동,신   발,여,20대,337000,10,33700
15-Jul,내국인 관광객,제주시,삼도2동,악세 사리,여,20대,1906900,57,33454
15-Jul,내국인 관광객,제주시,연동,기념품 점,남,50대,1426500,43,33174
15-Jul,내국인 관광객,제주시,노형동,농축수산품,남,20대,791800,24,32992
15-Jul,내국인 관광객,제주시,노형동,의원,남,20대,1894000,59,32102
15-Jul,내국인 관광객,제주시,이도2동,정장(여성),여,20대,6705700,209,32085
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,남,50대,25188400,788,31965
15-Jul,내국인 관광객,제주시,노형동,기타음료식품,여,50대,445420,14,31816
15-Jul,내국인 관광객,서귀포시,성산읍,농축수산품,여,20대,7314743,230,31803
15-Jul,내국인 관광객,제주시,연동,기념품 점,여,40대,2254500,71,31754
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,여,20대,1553900,49,31712
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,남,40대,37057900,1177,31485
15-Jul,내국인 관광객,제주시,연동,기타음료식품,남,40대,501800,16,31363
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,남,40대,811100,26,31196
15-Jul,내국인 관광객,제주시,연동,의원,남,20대,433970,14,30998
15-Jul,내국인 관광객,제주시,노형동,의원,남,40대,4892000,159,30767
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,여,40대,1166100,38,30687
15-Jul,내국인 관광객,제주시,삼도2동,악세 사리,여,30대,1155100,38,30397
15-Jul,내국인 관광객,제주시,삼도2동,악세 사리,여,40대,516400,17,30376
15-Jul,내국인 관광객,제주시,노형동,기념품 점,여,40대,1290100,43,30002
15-Jul,내국인 관광객,제주시,삼도2동,농축수산품,여,30대,716300,24,29846
15-Jul,내국인 관광객,제주시,노형동,의원,여,20대,4162650,140,29733
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,여,40대,30806000,1038,29678
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,여,50대,17013807,574,29641
15-Jul,내국인 관광객,제주시,이도2동,악세 사리,여,30대,854500,29,29466
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,50대,16441120,560,29359
15-Jul,내국인 관광객,제주시,노형동,의원,남,30대,5777600,197,29328
15-Jul,내국인 관광객,제주시,용담2동,기타음료식품,남,50대,846800,29,29200
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,40대,28770520,987,29149
15-Jul,내국인 관광객,서귀포시,성산읍,정장(여성),여,30대,871000,30,29033
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,30대,22121786,763,28993
15-Jul,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,50대,693600,24,28900
15-Jul,내국인 관광객,제주시,이도2동,악세 사리,여,40대,400400,14,28600
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,남,30대,43033700,1512,28461
15-Jul,내국인 관광객,제주시,연동,악세 사리,여,50대,340800,12,28400
15-Jul,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,567700,20,28385
15-Jul,내국인 관광객,제주시,연동,의원,남,40대,1048200,37,28330
15-Jul,내국인 관광객,서귀포시,대륜동,기타음료식품,남,50대,480000,17,28235
15-Jul,내국인 관광객,제주시,연동,안경,남,20대,985700,35,28163
15-Jul,내국인 관광객,서귀포시,예래동,기념품 점,남,40대,1505300,54,27876
15-Jul,내국인 관광객,제주시,애월읍,스포츠레져용품,남,40대,806700,29,27817
15-Jul,내국인 관광객,제주시,용담2동,의원,여,50대,275400,10,27540
15-Jul,내국인 관광객,제주시,노형동,의원,여,30대,7813100,285,27414
15-Jul,내국인 관광객,서귀포시,예래동,기념품 점,남,50대,383000,14,27357
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,남,30대,1800600,66,27282
15-Jul,내국인 관광객,서귀포시,성산읍,스포츠레져용품,남,30대,322000,12,26833
15-Jul,내국인 관광객,제주시,삼도2동,악세 사리,남,30대,424500,16,26531
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,여,30대,47662800,1797,26524
15-Jul,내국인 관광객,제주시,연동,안경,여,20대,3337200,127,26277
15-Jul,내국인 관광객,제주시,애월읍,기타음료식품,여,30대,262300,10,26230
15-Jul,내국인 관광객,제주시,삼도2동,농축수산품,여,40대,603000,23,26217
15-Jul,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,50대,3698900,142,26049
15-Jul,내국인 관광객,서귀포시,성산읍,정장(여성),남,40대,492400,19,25916
15-Jul,내국인 관광객,제주시,애월읍,스포츠레져용품,남,50대,826500,32,25828
15-Jul,내국인 관광객,제주시,삼도2동,농축수산품,여,20대,695000,27,25741
15-Jul,내국인 관광객,제주시,연동,의원,여,40대,1353200,53,25532
15-Jul,내국인 관광객,제주시,애월읍,농축수산품,남,30대,7127950,280,25457
15-Jul,내국인 관광객,제주시,연동,농축수산품,여,20대,1241700,49,25341
15-Jul,내국인 관광객,제주시,노형동,기타음료식품,남,40대,1007940,40,25199
15-Jul,내국인 관광객,제주시,연동,악세 사리,여,20대,1273000,51,24961
15-Jul,내국인 관광객,서귀포시,예래동,스넥,남,50대,3303410,133,24838
15-Jul,내국인 관광객,제주시,노형동,기념품 점,여,50대,271000,11,24636
15-Jul,내국인 관광객,제주시,노형동,기타음료식품,남,50대,784190,32,24506
15-Jul,내국인 관광객,제주시,연동,기념품 점,남,30대,3560000,146,24384
15-Jul,내국인 관광객,제주시,연동,슈퍼 마켓,여,40대,15308570,631,24261
15-Jul,내국인 관광객,제주시,연동,기념품 점,남,20대,3405400,142,23982
15-Jul,내국인 관광객,서귀포시,성산읍,기념품 점,남,40대,7381000,310,23810
15-Jul,내국인 관광객,서귀포시,성산읍,정장(여성),여,40대,261800,11,23800
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,남,20대,27824700,1174,23701
15-Jul,내국인 관광객,서귀포시,예래동,스넥,여,50대,1465150,62,23631
15-Jul,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,30대,519600,22,23618
15-Jul,내국인 관광객,서귀포시,예래동,기념품 점,여,40대,1130900,48,23560
15-Jul,내국인 관광객,서귀포시,성산읍,기념품 점,여,40대,5968000,258,23132
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,20대,9443320,411,22976
15-Jul,내국인 관광객,제주시,용담2동,기념품 점,여,20대,50111600,2181,22976
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,여,30대,1374500,60,22908
15-Jul,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,40대,16090590,704,22856
15-Jul,내국인 관광객,서귀포시,성산읍,약국,여,50대,684960,30,22832
15-Jul,내국인 관광객,서귀포시,예래동,기념품 점,여,20대,524800,23,22817
15-Jul,내국인 관광객,제주시,노형동,의원,여,40대,3369200,148,22765
15-Jul,내국인 관광객,서귀포시,성산읍,기념품 점,여,50대,1856700,82,22643
15-Jul,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,20대,6768130,299,22636
15-Jul,내국인 관광객,서귀포시,성산읍,의원,남,50대,290900,13,22377
15-Jul,내국인 관광객,제주시,노형동,슈퍼 마켓,여,40대,11288060,505,22353
15-Jul,내국인 관광객,서귀포시,성산읍,스넥,여,50대,1449500,65,22300
15-Jul,내국인 관광객,제주시,이도2동,약국,남,50대,1956910,88,22238
15-Jul,내국인 관광객,서귀포시,예래동,스넥,남,40대,6940330,314,22103
15-Jul,내국인 관광객,제주시,삼도2동,의원,여,50대,242600,11,22055
15-Jul,내국인 관광객,제주시,애월읍,농축수산품,여,30대,6720150,305,22033
15-Jul,내국인 관광객,서귀포시,대륜동,스넥,남,40대,374500,17,22029
15-Jul,내국인 관광객,제주시,용담2동,의원,여,20대,396500,18,22028
15-Jul,내국인 관광객,제주시,연동,의원,남,50대,505200,23,21965
15-Jul,내국인 관광객,제주시,연동,스넥,남,50대,3336800,152,21953
15-Jul,내국인 관광객,제주시,이도2동,악세 사리,남,20대,219500,10,21950
15-Jul,내국인 관광객,서귀포시,성산읍,기념품 점,남,50대,2003000,92,21772
15-Jul,내국인 관광객,제주시,삼도2동,농축수산품,남,20대,303000,14,21643
15-Jul,내국인 관광객,제주시,이도2동,악세 사리,남,30대,389000,18,21611
15-Jul,내국인 관광객,서귀포시,대륜동,스넥,남,30대,432000,20,21600
15-Jul,내국인 관광객,제주시,용담2동,기타음료식품,남,40대,602200,28,21507
15-Jul,내국인 관광객,제주시,노형동,의원,남,50대,2059200,96,21450
15-Jul,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,50대,4045780,190,21294
15-Jul,내국인 관광객,제주시,이도2동,농축수산품,남,20대,276810,13,21293
15-Jul,내국인 관광객,제주시,삼도2동,악세 사리,남,20대,467100,22,21232
15-Jul,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,50대,783690,37,21181
15-Jul,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,50대,1288700,61,21126
15-Jul,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,40대,1194400,57,20954
15-Jul,내국인 관광객,서귀포시,예래동,스넥,남,30대,6444110,308,20922
15-Jul,내국인 관광객,서귀포시,예래동,기타음료식품,남,50대,1754950,84,20892
15-Jul,내국인 관광객,제주시,연동,기념품 점,여,30대,2136000,103,20738
15-Jul,내국인 관광객,서귀포시,성산읍,기념품 점,남,30대,8895900,430,20688
15-Jul,내국인 관광객,서귀포시,예래동,기념품 점,여,50대,310200,15,20680
15-Jul,내국인 관광객,서귀포시,예래동,스넥,여,30대,4854960,235,20659
15-Jul,내국인 관광객,제주시,이도2동,기타음료식품,여,40대,289000,14,20643
15-Jul,내국인 관광객,제주시,삼도2동,의원,여,20대,226900,11,20627
15-Jul,내국인 관광객,제주시,노형동,슈퍼 마켓,여,50대,7629810,371,20566
15-Jul,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,40대,2425140,118,20552
15-Jul,내국인 관광객,서귀포시,대륜동,스넥,남,20대,203500,10,20350
15-Jul,내국인 관광객,제주시,노형동,기타음료식품,여,40대,568270,28,20295
15-Jul,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,40대,526010,26,20231
15-Jul,내국인 관광객,서귀포시,예래동,기념품 점,여,30대,1333400,66,20203
15-Jul,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,40대,7232380,359,20146
15-Jul,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,50대,7998470,398,20097
15-Jul,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,50대,4460310,223,20001
15-Jul,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,40대,10153940,508,19988
15-Jul,내국인 관광객,제주시,이도2동,약국,여,40대,2033780,102,19939
15-Jul,내국인 관광객,제주시,용담2동,기타음료식품,여,40대,617800,31,19929
15-Jul,내국인 관광객,제주시,연동,약국,여,50대,1573510,79,19918
15-Jul,내국인 관광객,제주시,애월읍,스넥,여,40대,9228370,464,19889
15-Jul,내국인 관광객,서귀포시,성산읍,기념품 점,여,30대,8259800,416,19855
15-Jul,내국인 관광객,서귀포시,예래동,스넥,여,40대,3702290,187,19798
15-Jul,내국인 관광객,서귀포시,남원읍,의원,남,50대,336300,17,19782
15-Jul,내국인 관광객,제주시,용담2동,기타음료식품,여,30대,711900,36,19775
15-Jul,내국인 관광객,제주시,연동,슈퍼 마켓,남,40대,20261120,1030,19671
15-Jul,내국인 관광객,제주시,연동,스넥,여,40대,3923600,200,19618
15-Jul,내국인 관광객,서귀포시,성산읍,스넥,여,40대,2471000,126,19611
15-Jul,내국인 관광객,서귀포시,성산읍,스넥,남,40대,3213500,165,19476
15-Jul,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,40대,2042030,106,19264
15-Jul,내국인 관광객,제주시,이도2동,악세 사리,여,20대,2483900,129,19255
15-Jul,내국인 관광객,서귀포시,성산읍,스넥,남,20대,4788100,249,19229
15-Jul,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,40대,1479090,77,19209
15-Jul,내국인 관광객,제주시,노형동,기타음료식품,남,30대,901940,47,19190
15-Jul,내국인 관광객,제주시,애월읍,스넥,남,50대,4389000,229,19166
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,여,50대,343000,18,19056
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,1653000,87,19000
15-Jul,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,40대,6208210,328,18927
15-Jul,내국인 관광객,서귀포시,성산읍,의원,남,20대,188800,10,18880
15-Jul,내국인 관광객,제주시,노형동,슈퍼 마켓,남,50대,12422080,659,18850
15-Jul,내국인 관광객,제주시,연동,기타음료식품,남,30대,376460,20,18823
15-Jul,내국인 관광객,제주시,애월읍,스넥,남,40대,10967600,583,18812
15-Jul,내국인 관광객,제주시,연동,스넥,남,40대,4622700,246,18791
15-Jul,내국인 관광객,제주시,노형동,슈퍼 마켓,남,40대,17282320,920,18785
15-Jul,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,40대,4072940,218,18683
15-Jul,내국인 관광객,제주시,이도2동,의원,여,50대,1025500,55,18645
15-Jul,내국인 관광객,제주시,연동,기타음료식품,여,40대,371300,20,18565
15-Jul,내국인 관광객,제주시,연동,슈퍼 마켓,여,30대,15521140,838,18522
15-Jul,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,590500,32,18453
15-Jul,내국인 관광객,제주시,애월읍,스넥,여,50대,3283800,178,18448
15-Jul,내국인 관광객,제주시,이도2동,기타음료식품,여,30대,551600,30,18387
15-Jul,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,40대,3508900,191,18371
15-Jul,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,30대,2460250,134,18360
15-Jul,내국인 관광객,서귀포시,예래동,스넥,남,20대,2493700,136,18336
15-Jul,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,50대,7480430,409,18290
15-Jul,내국인 관광객,제주시,연동,슈퍼 마켓,여,50대,7987710,438,18237
15-Jul,내국인 관광객,서귀포시,예래동,스넥,여,20대,4059200,223,18203
15-Jul,내국인 관광객,제주시,삼도2동,스넥,여,40대,418300,23,18187
15-Jul,내국인 관광객,서귀포시,성산읍,스넥,남,50대,1216500,67,18157
15-Jul,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,50대,2467660,136,18145
15-Jul,내국인 관광객,제주시,노형동,슈퍼 마켓,여,30대,10199150,563,18116
15-Jul,내국인 관광객,서귀포시,성산읍,기타음료식품,여,40대,1358240,75,18110
15-Jul,내국인 관광객,제주시,연동,약국,여,40대,2604370,144,18086
15-Jul,내국인 관광객,제주시,노형동,슈퍼 마켓,남,30대,14170270,786,18028
15-Jul,내국인 관광객,서귀포시,성산읍,기념품 점,여,20대,4608600,256,18002
15-Jul,내국인 관광객,서귀포시,대륜동,기타음료식품,여,40대,664500,37,17959
15-Jul,내국인 관광객,제주시,연동,슈퍼 마켓,남,50대,11631900,648,17950
15-Jul,내국인 관광객,제주시,연동,스넥,여,30대,9903000,552,17940
