std,type,big,middle,job,sex,age,money,count,mean_money
15-Mar,내국인 관광객,서귀포시,성산읍,약국,여,20대,261490,42,6226
15-Mar,내국인 관광객,제주시,삼도2동,스넥,남,20대,74400,12,6200
15-Mar,내국인 관광객,제주시,삼도2동,스넥,여,20대,77500,13,5962
15-Mar,내국인 관광객,제주시,삼도2동,약국,남,30대,167400,29,5772
15-Mar,내국인 관광객,제주시,애월읍,약국,여,20대,64500,12,5375
15-Mar,내국인 관광객,서귀포시,성산읍,약국,남,20대,94100,18,5228
15-Mar,내국인 관광객,제주시,노형동,기타음료식품,남,20대,313390,61,5138
15-Mar,내국인 관광객,제주시,애월읍,기타음료식품,여,20대,167100,42,3979
15-Apr,내국인 관광객,제주시,노형동,정장(여성),남,50대,8085700,15,539047
15-Apr,내국인 관광객,제주시,연동,악세 사리,남,50대,3263900,12,271992
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,여,50대,41329300,157,263244
15-Apr,내국인 관광객,제주시,노형동,스포츠레져용품,남,30대,2713140,13,208703
15-Apr,내국인 관광객,제주시,노형동,스포츠레져용품,남,40대,3268000,16,204250
15-Apr,내국인 관광객,제주시,연동,정장(여성),여,50대,4036200,22,183464
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,남,50대,26071500,145,179803
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,남,40대,12369000,77,160636
15-Apr,내국인 관광객,제주시,노형동,정장(여성),여,40대,7983700,52,153533
15-Apr,내국인 관광객,제주시,이도2동,스포츠레져용품,남,40대,1521000,10,152100
15-Apr,내국인 관광객,제주시,노형동,정장(여성),남,40대,2160100,15,144007
15-Apr,내국인 관광객,제주시,연동,정장(여성),남,50대,2716400,19,142968
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,여,40대,10738700,76,141299
15-Apr,내국인 관광객,제주시,노형동,정장(여성),여,30대,5032300,39,129033
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,50대,4166200,35,119034
15-Apr,내국인 관광객,제주시,연동,정장(여성),남,40대,3037000,26,116808
15-Apr,내국인 관광객,제주시,노형동,농축수산품,여,40대,6364300,57,111654
15-Apr,내국인 관광객,제주시,연동,악세 사리,남,30대,1786000,16,111625
15-Apr,내국인 관광객,제주시,연동,농축수산품,남,50대,7247100,65,111494
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,여,40대,10901900,98,111244
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,남,30대,10368250,95,109139
15-Apr,내국인 관광객,서귀포시,예래동,스포츠레져용품,남,40대,2273100,21,108243
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,여,30대,13187700,124,106352
15-Apr,내국인 관광객,제주시,이도2동,스포츠레져용품,남,50대,2440500,23,106109
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,남,40대,15370550,146,105278
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,여,30대,7749000,74,104716
15-Apr,내국인 관광객,제주시,연동,신   발,남,30대,2171100,21,103386
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,여,50대,9087600,89,102108
15-Apr,내국인 관광객,제주시,연동,정장(여성),여,40대,3845100,38,101187
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,남,50대,9140900,94,97244
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,40대,4153600,43,96595
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,50대,2144460,23,93237
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,남,30대,6217000,67,92791
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,남,30대,14552600,160,90954
15-Apr,내국인 관광객,제주시,연동,농축수산품,남,40대,5704000,63,90540
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,20대,1164900,13,89608
15-Apr,내국인 관광객,제주시,연동,정장(여성),남,30대,4832600,54,89493
15-Apr,내국인 관광객,서귀포시,성산읍,정장(여성),남,40대,1063000,12,88583
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,남,40대,41018330,467,87834
15-Apr,내국인 관광객,제주시,연동,정장(여성),남,20대,1394800,16,87175
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,남,50대,59866370,694,86263
15-Apr,내국인 관광객,제주시,연동,안경,여,40대,1539800,18,85544
15-Apr,내국인 관광객,제주시,애월읍,농축수산품,남,50대,5609100,66,84986
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,여,50대,5400500,64,84383
15-Apr,내국인 관광객,제주시,연동,농축수산품,여,50대,3280100,39,84105
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,남,20대,1424000,17,83765
15-Apr,내국인 관광객,제주시,이도2동,정장(여성),남,20대,1409900,17,82935
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,남,50대,6267550,76,82468
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),남,20대,1063200,13,81785
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,여,20대,2142000,27,79333
15-Apr,내국인 관광객,제주시,이도2동,안경,남,30대,952000,12,79333
15-Apr,내국인 관광객,제주시,연동,정장(여성),여,30대,5772680,73,79078
15-Apr,내국인 관광객,제주시,노형동,기념품 점,남,30대,3685750,48,76786
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,30대,3062900,40,76573
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,남,50대,25518830,335,76176
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,남,20대,5854800,77,76036
15-Apr,내국인 관광객,제주시,연동,정장(여성),여,20대,3021300,40,75533
15-Apr,내국인 관광객,제주시,노형동,농축수산품,남,50대,5411700,72,75163
15-Apr,내국인 관광객,제주시,연동,농축수산품,여,40대,3366100,45,74802
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,여,40대,4701600,63,74629
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,40대,2381100,32,74409
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),남,40대,1475200,20,73760
15-Apr,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,50대,1029500,14,73536
15-Apr,내국인 관광객,제주시,삼도2동,안경,여,30대,723000,10,72300
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,남,40대,9610900,134,71723
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,여,50대,35709500,498,71706
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),여,40대,2619600,37,70800
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,남,40대,11573000,164,70567
15-Apr,내국인 관광객,제주시,연동,신   발,남,20대,1058200,15,70547
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,남,50대,2469000,35,70543
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,여,50대,2750000,39,70513
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,여,30대,5800000,83,69880
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,남,50대,13585100,195,69667
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),남,50대,831100,12,69258
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,남,30대,18225900,265,68777
15-Apr,내국인 관광객,제주시,노형동,안경,남,30대,684000,10,68400
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,남,40대,16931170,248,68271
15-Apr,내국인 관광객,제주시,노형동,농축수산품,여,50대,4270600,63,67787
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,여,40대,11917000,176,67710
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,남,30대,7303200,108,67622
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,여,30대,20572200,305,67450
15-Apr,내국인 관광객,제주시,노형동,안경,여,30대,870900,13,66992
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,여,30대,6688900,100,66889
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,여,20대,2531500,38,66618
15-Apr,내국인 관광객,제주시,이도2동,정장(여성),여,40대,1229600,19,64716
15-Apr,내국인 관광객,제주시,이도2동,스포츠레져용품,남,30대,2248500,35,64243
15-Apr,내국인 관광객,제주시,연동,악세 사리,남,40대,1220300,19,64226
15-Apr,내국인 관광객,제주시,연동,신   발,여,20대,1345000,21,64048
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,남,40대,4593800,72,63803
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,여,50대,50388440,790,63783
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,여,50대,12739000,200,63695
15-Apr,내국인 관광객,서귀포시,예래동,스포츠레져용품,남,50대,1972200,31,63619
15-Apr,내국인 관광객,제주시,연동,신   발,여,50대,889600,14,63543
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,남,20대,3204000,51,62824
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,940000,15,62667
15-Apr,내국인 관광객,제주시,연동,안경,여,30대,2938500,47,62521
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,30대,3059400,49,62437
15-Apr,내국인 관광객,제주시,노형동,기타음료식품,여,50대,3808040,61,62427
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),여,50대,994400,16,62150
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),남,30대,1790400,29,61738
15-Apr,내국인 관광객,서귀포시,대륜동,농축수산품,남,20대,864000,14,61714
15-Apr,내국인 관광객,제주시,노형동,농축수산품,남,30대,3874300,63,61497
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,여,40대,26209080,434,60390
15-Apr,내국인 관광객,제주시,노형동,농축수산품,남,40대,4695200,79,59433
15-Apr,내국인 관광객,제주시,용담2동,의원,여,30대,885800,15,59053
15-Apr,내국인 관광객,제주시,연동,농축수산품,남,30대,3901550,67,58232
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,남,30대,19887570,342,58151
15-Apr,내국인 관광객,서귀포시,예래동,농축수산품,여,40대,2266800,39,58123
15-Apr,내국인 관광객,제주시,연동,신   발,여,30대,1384700,24,57696
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,남,30대,8863900,155,57186
15-Apr,내국인 관광객,제주시,애월읍,골프 용품,남,40대,679000,12,56583
15-Apr,내국인 관광객,제주시,연동,농축수산품,남,20대,838500,15,55900
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,여,30대,21824998,391,55818
15-Apr,내국인 관광객,제주시,연동,농축수산품,여,30대,2888600,52,55550
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,여,30대,1554500,28,55518
15-Apr,내국인 관광객,제주시,연동,기념품 점,남,50대,3437000,62,55435
15-Apr,내국인 관광객,제주시,이도2동,정장(여성),여,30대,1822280,33,55221
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,여,40대,15125530,279,54213
15-Apr,내국인 관광객,제주시,연동,신   발,여,40대,757600,14,54114
15-Apr,내국인 관광객,제주시,노형동,기념품 점,여,50대,1129500,21,53786
15-Apr,내국인 관광객,제주시,연동,스포츠레져용품,여,20대,4137600,77,53735
15-Apr,내국인 관광객,제주시,애월읍,농축수산품,남,30대,8691500,163,53322
15-Apr,내국인 관광객,제주시,연동,의원,여,20대,1757670,33,53263
15-Apr,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,2955650,56,52779
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),여,30대,2332400,45,51831
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,남,50대,1239500,24,51646
15-Apr,내국인 관광객,제주시,삼도2동,의원,여,40대,771400,15,51427
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,여,30대,7503810,147,51046
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,여,50대,1004500,20,50225
15-Apr,내국인 관광객,제주시,노형동,의원,여,40대,6307300,126,50058
15-Apr,내국인 관광객,제주시,노형동,기념품 점,남,40대,1681400,34,49453
15-Apr,내국인 관광객,제주시,연동,기념품 점,남,40대,2170000,44,49318
15-Apr,내국인 관광객,제주시,노형동,정장(여성),남,20대,491400,10,49140
15-Apr,내국인 관광객,제주시,연동,악세 사리,여,30대,1277500,26,49135
15-Apr,내국인 관광객,제주시,연동,기념품 점,여,40대,2149000,44,48841
15-Apr,내국인 관광객,제주시,연동,안경,남,30대,1788500,37,48338
15-Apr,내국인 관광객,제주시,이도2동,스포츠레져용품,여,30대,674900,14,48207
15-Apr,내국인 관광객,제주시,노형동,안경,여,20대,616000,13,47385
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,남,20대,1607500,34,47279
15-Apr,내국인 관광객,제주시,이도2동,안경,여,20대,1969000,42,46881
15-Apr,내국인 관광객,제주시,연동,기념품 점,여,50대,3425000,74,46284
15-Apr,내국인 관광객,제주시,연동,악세 사리,여,40대,1571320,34,46215
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,남,30대,693000,15,46200
15-Apr,내국인 관광객,제주시,삼도2동,정장(여성),여,20대,1846700,40,46168
15-Apr,내국인 관광객,제주시,용담2동,의원,남,30대,868600,19,45716
15-Apr,내국인 관광객,제주시,노형동,기념품 점,남,50대,1044800,23,45426
15-Apr,내국인 관광객,제주시,이도2동,안경,남,20대,543000,12,45250
15-Apr,내국인 관광객,제주시,연동,악세 사리,여,50대,763700,17,44924
15-Apr,내국인 관광객,제주시,노형동,기념품 점,여,20대,2637600,59,44705
15-Apr,내국인 관광객,제주시,용담2동,기타음료식품,여,50대,1147600,26,44138
15-Apr,내국인 관광객,서귀포시,성산읍,농축수산품,여,20대,7434600,169,43992
15-Apr,내국인 관광객,제주시,노형동,기타음료식품,남,50대,2151850,49,43915
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,여,40대,901000,21,42905
15-Apr,내국인 관광객,제주시,노형동,정장(여성),여,20대,1872800,44,42564
15-Apr,내국인 관광객,제주시,연동,의원,여,50대,1530000,36,42500
15-Apr,내국인 관광객,제주시,애월읍,농축수산품,여,40대,2492900,60,41548
15-Apr,내국인 관광객,제주시,노형동,기념품 점,여,40대,1452200,35,41491
15-Apr,내국인 관광객,제주시,용담2동,기타음료식품,남,50대,1613300,39,41367
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,여,20대,7535370,183,41177
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,40대,19482370,480,40588
15-Apr,내국인 관광객,제주시,연동,농축수산품,여,20대,924150,23,40180
15-Apr,내국인 관광객,제주시,애월읍,농축수산품,여,50대,1846500,46,40141
15-Apr,내국인 관광객,제주시,노형동,농축수산품,여,20대,1000700,25,40028
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,여,20대,874700,22,39759
15-Apr,내국인 관광객,제주시,연동,기타음료식품,여,30대,515700,13,39669
15-Apr,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,20대,1579100,40,39478
15-Apr,내국인 관광객,제주시,이도2동,정장(여성),여,20대,3040500,78,38981
15-Apr,내국인 관광객,제주시,노형동,정장(여성),남,30대,425300,11,38664
15-Apr,내국인 관광객,제주시,연동,의원,남,50대,1182900,31,38158
15-Apr,내국인 관광객,제주시,용담2동,농축수산품,남,20대,4839220,127,38104
15-Apr,내국인 관광객,서귀포시,남원읍,농축수산품,남,20대,608350,16,38022
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,남,40대,1166500,31,37629
15-Apr,내국인 관광객,제주시,애월읍,농축수산품,남,40대,3524500,94,37495
15-Apr,내국인 관광객,제주시,연동,악세 사리,여,20대,1156300,31,37300
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,여,50대,33483800,904,37040
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,40대,29478660,801,36802
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,30대,24878120,676,36802
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,50대,14693820,403,36461
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,여,40대,1236300,34,36362
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,남,50대,33288100,921,36143
15-Apr,내국인 관광객,제주시,이도2동,기타음료식품,남,40대,864600,24,36025
15-Apr,내국인 관광객,제주시,이도2동,악세 사리,남,20대,432000,12,36000
15-Apr,내국인 관광객,제주시,삼도2동,신   발,여,30대,464000,13,35692
15-Apr,내국인 관광객,제주시,노형동,기념품 점,여,30대,1990900,56,35552
15-Apr,내국인 관광객,제주시,이도2동,농축수산품,여,20대,3160000,89,35506
15-Apr,내국인 관광객,제주시,연동,안경,남,20대,456550,13,35119
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,50대,15089600,441,34217
15-Apr,내국인 관광객,제주시,노형동,농축수산품,여,30대,1319700,39,33838
15-Apr,내국인 관광객,제주시,용담2동,기타음료식품,여,30대,976100,29,33659
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,여,40대,31055100,930,33393
15-Apr,내국인 관광객,제주시,연동,의원,여,30대,3549000,107,33168
15-Apr,내국인 관광객,제주시,연동,의원,여,40대,2220400,67,33140
15-Apr,내국인 관광객,제주시,노형동,의원,남,40대,6149000,186,33059
15-Apr,내국인 관광객,제주시,연동,의원,남,40대,2025870,62,32675
15-Apr,내국인 관광객,제주시,노형동,기념품 점,남,20대,1075800,33,32600
15-Apr,내국인 관광객,서귀포시,예래동,기념품 점,남,20대,391100,12,32592
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,남,40대,35891900,1126,31876
15-Apr,내국인 관광객,서귀포시,예래동,기념품 점,남,50대,666800,21,31752
15-Apr,내국인 관광객,제주시,연동,기념품 점,남,30대,2629800,83,31684
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,30대,29609140,939,31533
15-Apr,내국인 관광객,제주시,노형동,의원,여,30대,7289450,235,31019
15-Apr,내국인 관광객,제주시,삼도2동,악세 사리,여,40대,309500,10,30950
15-Apr,내국인 관광객,제주시,노형동,농축수산품,남,20대,735900,24,30663
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,여,20대,303000,10,30300
15-Apr,내국인 관광객,제주시,노형동,의원,남,20대,1476700,49,30137
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,남,30대,34543800,1156,29882
15-Apr,내국인 관광객,제주시,연동,기념품 점,남,20대,1488000,50,29760
15-Apr,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,40대,296000,10,29600
15-Apr,내국인 관광객,제주시,노형동,의원,여,50대,2781770,94,29593
15-Apr,내국인 관광객,서귀포시,성산읍,기념품 점,남,50대,1531300,52,29448
15-Apr,내국인 관광객,제주시,연동,기념품 점,여,30대,1696000,58,29241
15-Apr,내국인 관광객,서귀포시,예래동,기념품 점,남,30대,1682600,58,29010
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,여,30대,37995200,1319,28806
15-Apr,내국인 관광객,제주시,삼도2동,악세 사리,여,20대,1005600,35,28731
15-Apr,내국인 관광객,제주시,삼도2동,농축수산품,남,20대,372500,13,28654
15-Apr,내국인 관광객,서귀포시,예래동,기념품 점,여,20대,314700,11,28609
15-Apr,내국인 관광객,제주시,이도2동,의원,여,30대,2828810,99,28574
15-Apr,내국인 관광객,제주시,연동,기타음료식품,남,40대,742800,26,28569
15-Apr,내국인 관광객,제주시,노형동,기타음료식품,여,40대,1194830,42,28448
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,남,20대,12652800,458,27626
15-Apr,내국인 관광객,제주시,연동,안경,여,20대,2513100,91,27616
15-Apr,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,50대,439300,16,27456
15-Apr,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,50대,905780,33,27448
15-Apr,내국인 관광객,제주시,노형동,의원,남,50대,3277492,121,27087
15-Apr,내국인 관광객,제주시,연동,기타음료식품,여,40대,648500,24,27021
15-Apr,내국인 관광객,제주시,삼도2동,의원,여,20대,513000,19,27000
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,여,50대,1123500,42,26750
15-Apr,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,30대,2193640,83,26429
15-Apr,내국인 관광객,제주시,연동,의원,남,30대,1894900,72,26318
15-Apr,내국인 관광객,제주시,삼도2동,신   발,여,20대,261000,10,26100
15-Apr,내국인 관광객,서귀포시,성산읍,기념품 점,여,50대,1899800,73,26025
15-Apr,내국인 관광객,서귀포시,대륜동,기타음료식품,여,30대,961100,37,25976
15-Apr,내국인 관광객,제주시,연동,슈퍼 마켓,여,40대,14258410,555,25691
15-Apr,내국인 관광객,제주시,용담2동,기념품 점,여,20대,22314600,878,25415
15-Apr,내국인 관광객,서귀포시,예래동,기념품 점,여,50대,583500,23,25370
15-Apr,내국인 관광객,제주시,노형동,슈퍼 마켓,여,50대,8029400,318,25250
15-Apr,내국인 관광객,제주시,노형동,의원,여,20대,2855400,115,24830
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,남,30대,1902600,77,24709
15-Apr,내국인 관광객,제주시,이도2동,의원,여,40대,1648210,68,24238
15-Apr,내국인 관광객,제주시,애월읍,농축수산품,여,30대,3997000,165,24224
15-Apr,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,50대,2661550,110,24196
15-Apr,내국인 관광객,제주시,삼도2동,의원,여,30대,457700,19,24089
15-Apr,내국인 관광객,서귀포시,성산읍,기념품 점,여,40대,3699800,154,24025
15-Apr,내국인 관광객,서귀포시,대륜동,기타음료식품,여,20대,308500,13,23731
15-Apr,내국인 관광객,서귀포시,예래동,스넥,남,50대,1913810,81,23627
15-Apr,내국인 관광객,서귀포시,예래동,기타음료식품,남,50대,1558100,67,23255
15-Apr,내국인 관광객,제주시,용담2동,기타음료식품,여,40대,504100,22,22914
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,480000,21,22857
15-Apr,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,40대,3085620,135,22856
15-Apr,내국인 관광객,제주시,연동,기타음료식품,남,50대,228000,10,22800
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,남,50대,974700,43,22667
15-Apr,내국인 관광객,제주시,삼도2동,악세 사리,남,30대,226600,10,22660
15-Apr,내국인 관광객,제주시,삼도2동,악세 사리,여,30대,474600,21,22600
15-Apr,내국인 관광객,서귀포시,성산읍,기념품 점,남,40대,6926600,307,22562
15-Apr,내국인 관광객,서귀포시,성산읍,스넥,남,50대,810000,36,22500
15-Apr,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,50대,6693760,299,22387
15-Apr,내국인 관광객,서귀포시,예래동,기념품 점,남,40대,1264800,57,22189
15-Apr,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,50대,3234200,147,22001
15-Apr,내국인 관광객,제주시,노형동,의원,남,30대,3999100,182,21973
15-Apr,내국인 관광객,제주시,노형동,기타음료식품,남,40대,702890,32,21965
15-Apr,내국인 관광객,서귀포시,성산읍,기념품 점,여,30대,8450600,385,21950
15-Apr,내국인 관광객,제주시,이도2동,의원,여,20대,1621500,74,21912
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,20대,7153940,327,21877
15-Apr,내국인 관광객,제주시,이도2동,의원,남,50대,1211800,56,21639
15-Apr,내국인 관광객,제주시,이도2동,악세 사리,여,20대,1748800,81,21590
15-Apr,내국인 관광객,제주시,노형동,슈퍼 마켓,여,40대,9418550,437,21553
15-Apr,내국인 관광객,서귀포시,성산읍,스넥,남,40대,1942500,91,21346
15-Apr,내국인 관광객,제주시,연동,스넥,남,40대,4544360,213,21335
15-Apr,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,50대,1236510,58,21319
15-Apr,내국인 관광객,서귀포시,예래동,스넥,여,50대,1212490,57,21272
15-Apr,내국인 관광객,제주시,연동,슈퍼 마켓,여,50대,7613740,360,21149
15-Apr,내국인 관광객,서귀포시,성산읍,기념품 점,남,30대,8625800,408,21142
15-Apr,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,50대,2842030,135,21052
15-Apr,내국인 관광객,서귀포시,예래동,기타음료식품,남,30대,3216500,153,21023
15-Apr,내국인 관광객,서귀포시,예래동,스넥,남,30대,4787300,228,20997
15-Apr,내국인 관광객,제주시,노형동,슈퍼 마켓,남,40대,15561460,743,20944
15-Apr,내국인 관광객,서귀포시,성산읍,스넥,여,50대,879500,42,20940
15-Apr,내국인 관광객,제주시,노형동,슈퍼 마켓,남,50대,12145530,582,20869
15-Apr,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,40대,3254110,156,20860
15-Apr,내국인 관광객,서귀포시,남원읍,스넥,남,50대,903000,44,20523
15-Apr,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,20대,7996550,391,20452
15-Apr,내국인 관광객,제주시,이도2동,악세 사리,여,30대,408900,20,20445
15-Apr,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,40대,4244810,208,20408
15-Apr,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,50대,5444370,267,20391
15-Apr,내국인 관광객,서귀포시,예래동,기타음료식품,여,40대,2548850,125,20391
15-Apr,내국인 관광객,제주시,애월읍,스넥,남,40대,4818300,239,20160
15-Apr,내국인 관광객,제주시,연동,스넥,남,50대,2368100,118,20069
15-Apr,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,40대,3197930,160,19987
15-Apr,내국인 관광객,제주시,연동,슈퍼 마켓,여,30대,12956810,654,19812
15-Apr,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,50대,1069640,54,19808
15-Apr,내국인 관광객,제주시,연동,슈퍼 마켓,남,50대,11207750,567,19767
15-Apr,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,40대,551550,28,19698
15-Apr,내국인 관광객,제주시,애월읍,의원,여,40대,215500,11,19591
15-Apr,내국인 관광객,제주시,삼도2동,의원,남,30대,332100,17,19535
15-Apr,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,40대,1374730,71,19362
15-Apr,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,50대,3752490,194,19343
15-Apr,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,40대,7803350,406,19220
15-Apr,내국인 관광객,서귀포시,예래동,스넥,남,20대,860690,45,19126
15-Apr,내국인 관광객,서귀포시,성산읍,기타음료식품,여,40대,1239070,65,19063
15-Apr,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,40대,6538645,344,19008
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,1497500,79,18956
15-Apr,내국인 관광객,서귀포시,예래동,스넥,남,40대,4093010,216,18949
15-Apr,내국인 관광객,제주시,연동,기념품 점,여,20대,1777500,94,18910
15-Apr,내국인 관광객,서귀포시,성산읍,스넥,남,20대,1379700,73,18900
15-Apr,내국인 관광객,제주시,연동,기타음료식품,여,50대,245200,13,18862
15-Apr,내국인 관광객,서귀포시,예래동,스넥,여,30대,4000790,213,18783
15-Apr,내국인 관광객,제주시,용담2동,기타음료식품,남,20대,300200,16,18763
15-Apr,내국인 관광객,제주시,용담2동,기타음료식품,남,40대,618100,33,18730
15-Apr,내국인 관광객,서귀포시,성산읍,의원,여,40대,391000,21,18619
15-Apr,내국인 관광객,서귀포시,성산읍,기념품 점,여,20대,1782500,96,18568
15-Apr,내국인 관광객,서귀포시,성산읍,스넥,여,40대,964500,52,18548
15-Apr,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,30대,2187650,118,18539
15-Apr,내국인 관광객,제주시,연동,약국,여,40대,2266020,123,18423
15-Apr,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,40대,4150880,226,18367
15-Apr,내국인 관광객,서귀포시,남원읍,기타음료식품,여,30대,1450200,79,18357
15-Apr,내국인 관광객,서귀포시,성산읍,기타음료식품,여,50대,696470,38,18328
